1|FTTL|A|DENSO TEN (THAILAND) LIMITED.|G|GATEWAY|Z1|1|1G FTTLAZ1A0834|2024031801|18/03/2024|09:14|18/03/2024|14:58|PZ1|22|WD14|01|||||||||||||PZ1-22|722C-G-XA|18/03/2024|14:58|19/03/2024|02:25||1|86160-0K270-00|SPEAKER ASSY  RADIO|L518||20|40|2|||18/03/2024|09:14|18/03/2024|06:54|18/03/2024|06:54||15/03/2024|07:30|1803|||SN1|
2|FTTL|A|DENSO TEN (THAILAND) LIMITED.|G|GATEWAY|Z1|1|1G FTTLAZ1A0834|2024031801|18/03/2024|09:14|18/03/2024|14:58|PZ1|22|WD14|01|||||||||||||PZ1-22|722C-G-XA|18/03/2024|14:58|19/03/2024|02:25||2|89040-0K030-00|SIREN ASSY  THEFT WARNING|V653||16|16|1|||18/03/2024|09:14|18/03/2024|06:54|18/03/2024|06:54||15/03/2024|07:30|1803|||SN1|
3|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||1|86140-02L11-00|RECEIVER ASSY  RADIO & DISPLAY|W393||2|22|11|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FV1|
4|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||2|86140-02M71-00|RECEIVER ASSY  RADIO & DISPLAY|W394||2|36|18|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FV1|
5|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||3|86140-0KF92-00|RECEIVER ASSY  RADIO & DISPLAY|W004||2|2|1|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FV1|
6|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||4|86140-0KN62-00|RECEIVER ASSY  RADIO & DISPLAY|U952||2|6|3|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FZ1|
7|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||5|86140-0KP31-00|RECEIVER ASSY  RADIO & DISPLAY|U153||2|14|7|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FZ1|
8|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||6|86140-0KY03-00|RECEIVER ASSY  RADIO & DISPLAY|W396||2|38|19|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||FV1|
9|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||7|89040-0K020-00|SIREN ASSY  THEFT WARNING|H682||5|355|71|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||SN1|
10|FTTL|A|DENSO TEN (THAILAND) LIMITED.|B|BANGPAKONG|D1|1|1B FTTLAD1A9043|2024031901|19/03/2024|14:58|19/03/2024|20:15|PSG|22|ED40|02|||||||||||||PSG-22|722E-B-PK|19/03/2024|20:15|20/03/2024|02:25||8|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257||16|128|8|||19/03/2024|14:58|18/03/2024|18:58|18/03/2024|18:58||18/03/2024|07:30|1903|||SN1|
