1|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0988|2019101601|16/10/2019|11:24|16/10/2019|17:20|PK2|15|KD02|01|||||||||||||PK2-15|722C-C-C2|16/10/2019|17:20|16/10/2019|20:56||1|89040-06010-00|SIREN ASSY  THEFT WARNING|4K09|LJ   -  10|16|16|1||B|16/10/2019|11:24|16/10/2019|06:31|16/10/2019|06:31||15/10/2019|07:30|1610||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9167|2019101607|16/10/2019|15:33|16/10/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|16/10/2019|20:35|17/10/2019|00:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|28|7||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9167|2019101607|16/10/2019|15:33|16/10/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|16/10/2019|20:35|17/10/2019|00:30||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|8|2||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
4|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9167|2019101607|16/10/2019|15:33|16/10/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|16/10/2019|20:35|17/10/2019|00:30||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9167|2019101607|16/10/2019|15:33|16/10/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|16/10/2019|20:35|17/10/2019|00:30||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|8|2||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9168|2019101608|16/10/2019|15:33|16/10/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|16/10/2019|20:35|17/10/2019|02:25||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|8|2||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9168|2019101608|16/10/2019|15:33|16/10/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|16/10/2019|20:35|17/10/2019|02:25||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9168|2019101608|16/10/2019|15:33|16/10/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|16/10/2019|20:35|17/10/2019|02:25||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9168|2019101608|16/10/2019|15:33|16/10/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|16/10/2019|20:35|17/10/2019|02:25||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B9168|2019101608|16/10/2019|15:33|16/10/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|16/10/2019|20:35|17/10/2019|02:25||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|16/10/2019|15:33|16/10/2019|11:23|16/10/2019|11:23||16/10/2019|07:30|1610||F1||
11|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2161|2019101701|17/10/2019|13:09|17/10/2019|15:39|PSF|14|ED06|01|||||||||||||PSF-14|722E-B-PK|17/10/2019|15:39|17/10/2019|20:08||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257|DIRECT|10|40|4||Z|17/10/2019|13:09|16/10/2019|17:09|16/10/2019|17:09||16/10/2019|07:30|1710|||CB2|
