1|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1857|2018080701|07/08/2018|05:58|07/08/2018|09:55|PSF|07|ED06|01|||||||||||||PSF-07|722E-B-PK|07/08/2018|09:55|07/08/2018|12:30||1|86150-0K010-00|SPEAKER ASSY W/BRACKET|E975|M5-02-42|30|30|1||3|07/08/2018|05:58|07/08/2018|00:58|07/08/2018|00:58||06/08/2018|07:30|0708||||
2|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1857|2018080701|07/08/2018|05:58|07/08/2018|09:55|PSF|07|ED06|01|||||||||||||PSF-07|722E-B-PK|07/08/2018|09:55|07/08/2018|12:30||2|86150-0K020-00|SPEAKER ASSY W/BRACKET|E976|M5-02-45|30|30|1||3|07/08/2018|05:58|07/08/2018|00:58|07/08/2018|00:58||06/08/2018|07:30|0708||||
3|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA1857|2018080701|07/08/2018|05:58|07/08/2018|09:55|PSF|07|ED06|01|||||||||||||PSF-07|722E-B-PK|07/08/2018|09:55|07/08/2018|12:30||3|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|T1-09-C4|10|10|1||F|07/08/2018|05:58|07/08/2018|00:58|07/08/2018|00:58||06/08/2018|07:30|0708|||CB2|
4|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0436|2018080701|07/08/2018|10:46|07/08/2018|20:19|KD02|02|KD02|02|||||||||||||||||07/08/2018|20:19||1|86100-02241-00|RECEIVER ASSY  RADIO & NAVIGATION|T575|LQ   -  04|3|3|1|||07/08/2018|10:46|07/08/2018|05:53|07/08/2018|05:53||06/08/2018|07:30|0708||||
5|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C5|1|1C FTTLAC5A0436|2018080701|07/08/2018|10:46|07/08/2018|20:19|KD02|02|KD02|02|||||||||||||||||07/08/2018|20:19||2|86140-02550-00|RECEIVER ASSY  RADIO & DISPLAY|T502|LQ   -  04|3|33|11|||07/08/2018|10:46|07/08/2018|05:53|07/08/2018|05:53||06/08/2018|07:30|0708||||
6|FTTL|A|DENSO TEN (THAILAND) Limited.|G|GATEWAY|OG|1|1G FTTLAOGA0501|2018080701|07/08/2018|23:03|08/08/2018|03:44|GD05|04|GD05|04|||||||||||||GD05-04||08/08/2018|03:44||||1|PC600-0D01D-00|RECEIVER ASSY  RADIO&DISPLAY|29A5|..ZK -  05|3|6|2|||07/08/2018|23:03|07/08/2018|17:03|07/08/2018|17:03||07/08/2018|07:30|0708||||
7|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6776|2018080702|07/08/2018|04:15|07/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|07/08/2018|08:35|07/08/2018|10:33||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|A    - 02.|4|24|6|||07/08/2018|04:15|07/08/2018|00:05|07/08/2018|00:05||06/08/2018|07:30|0708||||
8|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6776|2018080702|07/08/2018|04:15|07/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|07/08/2018|08:35|07/08/2018|10:33||2|86100-0K143-00|RECEIVER ASSY RADIO & NAVIGATION|E453|IP1  - A07|4|16|4||0|07/08/2018|04:15|07/08/2018|00:05|07/08/2018|00:05||06/08/2018|07:30|0708||||
9|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6776|2018080702|07/08/2018|04:15|07/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|07/08/2018|08:35|07/08/2018|10:33||3|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||0|07/08/2018|04:15|07/08/2018|00:05|07/08/2018|00:05||06/08/2018|07:30|0708||||
10|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B6776|2018080702|07/08/2018|04:15|07/08/2018|08:35|PSA|05|PD02|01|||||||||||||PSA-05|722B-S-S1|07/08/2018|08:35|07/08/2018|10:33||4|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|24|6||0|07/08/2018|04:15|07/08/2018|00:05|07/08/2018|00:05||06/08/2018|07:30|0708||||
