11|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3761|2023110103|01/11/2023|13:08|01/11/2023|20:42|PG2|27|GD04|02|||||||||||||PG2-27|722C-G-G2|01/11/2023|20:42|01/11/2023|23:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|40|4||E|01/11/2023|13:08|31/10/2023|18:08|31/10/2023|18:08||31/10/2023|07:30|0111||||
12|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3761|2023110103|01/11/2023|13:08|01/11/2023|20:42|PG2|27|GD04|02|||||||||||||PG2-27|722C-G-G2|01/11/2023|20:42|01/11/2023|23:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|60|6||E|01/11/2023|13:08|31/10/2023|18:08|31/10/2023|18:08||31/10/2023|07:30|0111||||
13|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3762|2023110104|01/11/2023|13:08|01/11/2023|20:42|PG2|36|GD04|02|||||||||||||PG2-36|722C-G-G2|01/11/2023|20:42|02/11/2023|04:04||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|12|1||C|01/11/2023|13:08|31/10/2023|18:08|31/10/2023|18:08||31/10/2023|07:30|0111||||
14|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3762|2023110104|01/11/2023|13:08|01/11/2023|20:42|PG2|36|GD04|02|||||||||||||PG2-36|722C-G-G2|01/11/2023|20:42|02/11/2023|04:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|30|3||E|01/11/2023|13:08|31/10/2023|18:08|31/10/2023|18:08||31/10/2023|07:30|0111||||
15|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3762|2023110104|01/11/2023|13:08|01/11/2023|20:42|PG2|36|GD04|02|||||||||||||PG2-36|722C-G-G2|01/11/2023|20:42|02/11/2023|04:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|80|8||E|01/11/2023|13:08|31/10/2023|18:08|31/10/2023|18:08||31/10/2023|07:30|0111||||
16|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3763|2023110201|02/11/2023|00:00|02/11/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|02/11/2023|08:06|02/11/2023|11:04||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|12|1||C|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
17|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3763|2023110201|02/11/2023|00:00|02/11/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|02/11/2023|08:06|02/11/2023|11:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|30|3||E|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
18|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3763|2023110201|02/11/2023|00:00|02/11/2023|08:06|PG2|09|GD04|01|||||||||||||PG2-09|722C-G-G2|02/11/2023|08:06|02/11/2023|11:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|80|8||E|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
19|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA1153|2023110201|30/10/2023|00:00|02/11/2023|15:00|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|60|12|||02/11/2023|15:00|01/11/2023|17:00|01/11/2023|17:00||30/10/2023|17:00|||||
20|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1808|2023110201|30/10/2023|00:00|02/11/2023|12:50|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|30|6|||02/11/2023|12:50|01/11/2023|17:00|01/11/2023|17:00||30/10/2023|17:01|||||
21|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3764|2023110202|02/11/2023|00:00|02/11/2023|08:06|PG2|18|GD04|01|||||||||||||PG2-18|722C-G-G2|02/11/2023|08:06|02/11/2023|16:04||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|24|2||C|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
22|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3764|2023110202|02/11/2023|00:00|02/11/2023|08:06|PG2|18|GD04|01|||||||||||||PG2-18|722C-G-G2|02/11/2023|08:06|02/11/2023|16:04||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|50|5||E|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
23|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3764|2023110202|02/11/2023|00:00|02/11/2023|08:06|PG2|18|GD04|01|||||||||||||PG2-18|722C-G-G2|02/11/2023|08:06|02/11/2023|16:04||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|50|5||E|02/11/2023|00:00|01/11/2023|05:00|01/11/2023|05:00||31/10/2023|07:30|0211||||
