11|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8136|2019090506|05/09/2019|15:53|05/09/2019|21:06|PPA1|22|CD16|02|||||||||||||PPA1-22|722F-P-P1|05/09/2019|21:06|06/09/2019|03:20||6|86100-0K214-00|RECEIVER ASSY  RADIO & NAVIGATION|B037|SA.R -  14|4|4|1||F|05/09/2019|15:53|05/09/2019|09:58|05/09/2019|09:58||05/09/2019|07:30|0509||F1||
12|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8935|2019090507|05/09/2019|15:33|05/09/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|05/09/2019|20:35|06/09/2019|01:15||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|32|8||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
13|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8935|2019090507|05/09/2019|15:33|05/09/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|05/09/2019|20:35|06/09/2019|01:15||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
14|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8935|2019090507|05/09/2019|15:33|05/09/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|05/09/2019|20:35|06/09/2019|01:15||3|86120-0KA50-00|RECEIVER ASSY RADIO|A796|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
15|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8935|2019090507|05/09/2019|15:33|05/09/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|05/09/2019|20:35|06/09/2019|01:15||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
16|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8935|2019090507|05/09/2019|15:33|05/09/2019|20:35|PSA|19|PD02|03|||||||||||||PSA-19|722B-S-S1|05/09/2019|20:35|06/09/2019|01:15||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
17|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8936|2019090508|05/09/2019|15:33|05/09/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|05/09/2019|20:35|06/09/2019|03:42||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|28|7||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
18|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8936|2019090508|05/09/2019|15:33|05/09/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|05/09/2019|20:35|06/09/2019|03:42||2|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|8|2||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
19|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8936|2019090508|05/09/2019|15:33|05/09/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|05/09/2019|20:35|06/09/2019|03:42||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
20|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8936|2019090508|05/09/2019|15:33|05/09/2019|20:35|PSA|22|PD02|03|||||||||||||PSA-22|722B-S-S1|05/09/2019|20:35|06/09/2019|03:42||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|8|2||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0509||F1||
21|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2131|2019090601|06/09/2019|13:09|06/09/2019|15:39|PSF|13|ED06|01|||||||||||||PSF-13|722E-B-PK|06/09/2019|15:39|06/09/2019|19:30||1|89040-0K030-00|SIREN ASSY  THEFT WARNING|I257|DIRECT|10|20|2||Z|06/09/2019|13:09|05/09/2019|17:09|05/09/2019|17:09||05/09/2019|07:30|0609|||CB2|
22|FTTL|A|DENSO TEN (THAILAND) Limited.|B|BANGPAKONG|BN|1|1B FTTLABNA2131|2019090601|06/09/2019|13:09|06/09/2019|15:39|PSF|13|ED06|01|||||||||||||PSF-13|722E-B-PK|06/09/2019|15:39|06/09/2019|19:30||2|89040-0K010-00|SIREN ASSY  THEFT WARNING|H681|L2-02-34|10|20|2||E|06/09/2019|13:09|05/09/2019|17:09|05/09/2019|17:09||05/09/2019|07:30|0609|||CB2|
23|FTTL|A|DENSO TEN (THAILAND) Limited.|C|GATEWAY#2|C2|1|1C FTTLAC2A0965|2019090601|06/09/2019|11:24|06/09/2019|17:20|PK2|15|KD02|01|||||||||||||PK2-15|722C-C-C2|06/09/2019|17:20|06/09/2019|20:46||1|89040-02070-00|SIREN ASSY  THEFT WARNING|475C|LI   -  07|12|12|1||B|06/09/2019|11:24|06/09/2019|06:31|06/09/2019|06:31||05/09/2019|07:30|0609||||
24|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8137|2019090601|05/09/2019|15:53|05/09/2019|21:06|PPA1|02|CD16|02|||||||||||||PPA1-02|722F-P-P1|05/09/2019|21:06|06/09/2019|08:13||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|05/09/2019|15:53|05/09/2019|09:58|05/09/2019|09:58||05/09/2019|07:30|0609||F1||
25|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8137|2019090601|05/09/2019|15:53|05/09/2019|21:06|PPA1|02|CD16|02|||||||||||||PPA1-02|722F-P-P1|05/09/2019|21:06|06/09/2019|08:13||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|64|16||F|05/09/2019|15:53|05/09/2019|09:58|05/09/2019|09:58||05/09/2019|07:30|0609||F1||
26|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8137|2019090601|05/09/2019|15:53|05/09/2019|21:06|PPA1|02|CD16|02|||||||||||||PPA1-02|722F-P-P1|05/09/2019|21:06|06/09/2019|08:13||3|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|05/09/2019|15:53|05/09/2019|09:58|05/09/2019|09:58||05/09/2019|07:30|0609||F1||
27|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8937|2019090601|05/09/2019|15:33|05/09/2019|20:35|PSA|01|PD02|03|||||||||||||PSA-01|722B-S-S1|05/09/2019|20:35|06/09/2019|07:30||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|32|8||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
28|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8937|2019090601|05/09/2019|15:33|05/09/2019|20:35|PSA|01|PD02|03|||||||||||||PSA-01|722B-S-S1|05/09/2019|20:35|06/09/2019|07:30||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
29|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8937|2019090601|05/09/2019|15:33|05/09/2019|20:35|PSA|01|PD02|03|||||||||||||PSA-01|722B-S-S1|05/09/2019|20:35|06/09/2019|07:30||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
30|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8937|2019090601|05/09/2019|15:33|05/09/2019|20:35|PSA|01|PD02|03|||||||||||||PSA-01|722B-S-S1|05/09/2019|20:35|06/09/2019|07:30||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
31|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8937|2019090601|05/09/2019|15:33|05/09/2019|20:35|PSA|01|PD02|03|||||||||||||PSA-01|722B-S-S1|05/09/2019|20:35|06/09/2019|07:30||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
32|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
33|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|48|12||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
34|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||3|86140-0K570-00|RECEIVER ASSY  RADIO & DISPLAY|H713|SA.R -  12|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
35|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||4|86140-0KA70-00|RECEIVER ASSY  RADIO & DISPLAY|H704|SA.R -  12|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
36|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||5|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
37|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||6|86140-0K621-00|RECEIVER ASSY  RADIO & DISPLAY|J110|SA.R -  13|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
38|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8138|2019090602|06/09/2019|03:42|06/09/2019|09:06|PPA1|06|CD16|01|||||||||||||PPA1-06|722F-P-P1|06/09/2019|09:06|06/09/2019|11:16||7|86100-0K102-00|RECEIVER ASSY  RADIO & NAVIGATION|B035|SA.R -  14|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
39|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8938|2019090602|05/09/2019|15:33|05/09/2019|20:35|PSA|04|PD02|03|||||||||||||PSA-04|722B-S-S1|05/09/2019|20:35|06/09/2019|09:57||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|36|9||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
40|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8938|2019090602|05/09/2019|15:33|05/09/2019|20:35|PSA|04|PD02|03|||||||||||||PSA-04|722B-S-S1|05/09/2019|20:35|06/09/2019|09:57||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
41|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8938|2019090602|05/09/2019|15:33|05/09/2019|20:35|PSA|04|PD02|03|||||||||||||PSA-04|722B-S-S1|05/09/2019|20:35|06/09/2019|09:57||3|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
42|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8938|2019090602|05/09/2019|15:33|05/09/2019|20:35|PSA|04|PD02|03|||||||||||||PSA-04|722B-S-S1|05/09/2019|20:35|06/09/2019|09:57||4|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|4|1||F|05/09/2019|15:33|05/09/2019|11:23|05/09/2019|11:23||05/09/2019|07:30|0609||F1||
43|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8139|2019090603|06/09/2019|03:42|06/09/2019|09:06|PPA1|10|CD16|01|||||||||||||PPA1-10|722F-P-P1|06/09/2019|09:06|06/09/2019|15:20||1|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|56|14||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
44|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8139|2019090603|06/09/2019|03:42|06/09/2019|09:06|PPA1|10|CD16|01|||||||||||||PPA1-10|722F-P-P1|06/09/2019|09:06|06/09/2019|15:20||2|86120-0KA20-00|RECEIVER ASSY  RADIO|H556|SA.R -  12|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
45|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8139|2019090603|06/09/2019|03:42|06/09/2019|09:06|PPA1|10|CD16|01|||||||||||||PPA1-10|722F-P-P1|06/09/2019|09:06|06/09/2019|15:20||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
46|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8139|2019090603|06/09/2019|03:42|06/09/2019|09:06|PPA1|10|CD16|01|||||||||||||PPA1-10|722F-P-P1|06/09/2019|09:06|06/09/2019|15:20||4|86140-0K621-00|RECEIVER ASSY  RADIO & DISPLAY|J110|SA.R -  13|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
47|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8139|2019090603|06/09/2019|03:42|06/09/2019|09:06|PPA1|10|CD16|01|||||||||||||PPA1-10|722F-P-P1|06/09/2019|09:06|06/09/2019|15:20||5|86100-0K214-00|RECEIVER ASSY  RADIO & NAVIGATION|B037|SA.R -  14|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
48|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8939|2019090603|06/09/2019|03:29|06/09/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|06/09/2019|08:30|06/09/2019|13:15||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|28|7||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
49|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8939|2019090603|06/09/2019|03:29|06/09/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|06/09/2019|08:30|06/09/2019|13:15||2|86120-0KA20-00|RECEIVER ASSY RADIO|A794|IP1  - A07|4|4|1||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
50|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8939|2019090603|06/09/2019|03:29|06/09/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|06/09/2019|08:30|06/09/2019|13:15||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
51|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8939|2019090603|06/09/2019|03:29|06/09/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|06/09/2019|08:30|06/09/2019|13:15||4|86140-0K570-00|RECEIVER ASSY RADIO & DISPLAY|A799|IP1  - A07|4|4|1||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
52|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8939|2019090603|06/09/2019|03:29|06/09/2019|08:30|PSA|07|PD02|01|||||||||||||PSA-07|722B-S-S1|06/09/2019|08:30|06/09/2019|13:15||5|86100-0K144-00|RECEIVER ASSY RADIO & NAVIGATION|F154|IP1  - A08|4|8|2||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
53|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8140|2019090604|06/09/2019|03:42|06/09/2019|09:06|PPA1|14|CD16|01|||||||||||||PPA1-14|722F-P-P1|06/09/2019|09:06|06/09/2019|20:13||1|86100-0K144-00|RECEIVER ASSY  RADIO & NAVIGATION|B036|SA.R -  12|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
54|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8140|2019090604|06/09/2019|03:42|06/09/2019|09:06|PPA1|14|CD16|01|||||||||||||PPA1-14|722F-P-P1|06/09/2019|09:06|06/09/2019|20:13||2|86120-0KA00-00|RECEIVER ASSY  RADIO|H550|SA.R -  12|4|40|10||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
55|FTTL|A|DENSO TEN (THAILAND) Limited.|P|BANPHO|P1|1|1P FTTLAP1B8140|2019090604|06/09/2019|03:42|06/09/2019|09:06|PPA1|14|CD16|01|||||||||||||PPA1-14|722F-P-P1|06/09/2019|09:06|06/09/2019|20:13||3|86140-0K200-00|RECEIVER ASSY  RADIO & DISPLAY|H712|SA.R -  13|4|4|1||F|06/09/2019|03:42|05/09/2019|21:47|05/09/2019|21:47||05/09/2019|07:30|0609||F1||
56|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8940|2019090604|06/09/2019|03:29|06/09/2019|08:30|PSA|10|PD02|01|||||||||||||PSA-10|722B-S-S1|06/09/2019|08:30|06/09/2019|15:42||1|86120-0KA00-00|RECEIVER ASSY RADIO|A792|IP1  - A07|4|32|8||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
57|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8940|2019090604|06/09/2019|03:29|06/09/2019|08:30|PSA|10|PD02|01|||||||||||||PSA-10|722B-S-S1|06/09/2019|08:30|06/09/2019|15:42||2|86120-0KA50-00|RECEIVER ASSY RADIO|A796|IP1  - A07|4|4|1||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
58|FTTL|A|DENSO TEN (THAILAND) Limited.|S|SAMRONG|S1|1|1S FTTLAS1B8940|2019090604|06/09/2019|03:29|06/09/2019|08:30|PSA|10|PD02|01|||||||||||||PSA-10|722B-S-S1|06/09/2019|08:30|06/09/2019|15:42||3|86140-0K200-00|RECEIVER ASSY RADIO & DISPLAY|A798|IP1  - A07|4|4|1||F|06/09/2019|03:29|05/09/2019|23:19|05/09/2019|23:19||05/09/2019|07:30|0609||F1||
